"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2017","2017",2028.102,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2018","2018",2222.276,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",1132.714,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",1054.325,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",685.166,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",804.472,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",1168.643,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",1113.327,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",1101.127,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",1288.419,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",1232.893,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",1305.254,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",1676.174,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",1817.089,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",1957.463,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2006","2006",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2007","2007",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2008","2008",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2009","2009",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2010","2010",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2011","2011",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2012","2012",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2013","2013",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2014","2014",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2015","2015",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2016","2016",100,,
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2017","2017",100,"P","Provisional value"
"HF23","Enterprise financing schemes","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2018","2018",100,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",1.46,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",1.447,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",1.461,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",1.594,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",1.625,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",1.507,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",1.493,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",1.467,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",1.448,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",1.509,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",1.608,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",1.599,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",1.617,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2006","2006",21847.232,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2007","2007",22836.345,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2008","2008",24204.21,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2009","2009",25046.956,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2010","2010",27065.985,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2011","2011",26737.474,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2012","2012",27280.931,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2013","2013",27898.08,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2014","2014",28894.497,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2015","2015",30032.743,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2016","2016",32618.664,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2017","2017",34244.008,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","MLLNCU","Current prices","CAN","Canada","2018","2018",35877.316,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",23236.821,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",23832.408,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",24752.115,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",25389.07,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",27065.985,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",26087.883,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",26237.669,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",26349.067,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",26763.633,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",27510.839,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",29615.651,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",30681.103,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",31602.08,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2006","2006",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2007","2007",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2008","2008",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2009","2009",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2010","2010",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2011","2011",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2012","2012",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2013","2013",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2014","2014",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2015","2015",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2016","2016",100,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2017","2017",100,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARHF","Share of financing scheme","CAN","Canada","2018","2018",100,"P","Provisional value"
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2000","2000",1.94,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2001","2001",1.949,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2002","2002",2.005,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2003","2003",2.056,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2004","2004",2.035,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2005","2005",2.024,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2006","2006",1.978,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2007","2007",2.007,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2008","2008",2.006,,
"HF3","Household out-of-pocket payments","FS6","Other domestic revenues n.e.c.","PARPIB","Share of gross domestic product","USA","United States","2009","2009",2.033,,
